RiskProfile,InvestmentKnowledge,LiquidityNeeds,TimeHorizonYears,InvestmentType,InvestmentVolRange,InvestmentRetRange,Suitability
Moderate,Beginner,Low,25,LargeCapMF,High,High,Not Suitable
Moderate,Beginner,Low,25,MidSmallCapMF,Very High,Very High,Not Suitable
Moderate,Beginner,Low,25,DirectEquity,Very High,Very High,Not Suitable
Aggressive,Beginner,Low,7,FD,Very Low,Very Low,Not Suitable
Aggressive,Beginner,Low,7,PPF,Very Low,Low,Not Suitable
Aggressive,Beginner,Low,7,DebtMF,Low,Low,Not Suitable
Aggressive,Beginner,Low,7,IndexFund,Medium,Medium,Suitable
Aggressive,Beginner,Low,7,BalancedMF,Medium,Medium,Suitable
Aggressive,Beginner,Low,7,LargeCapMF,High,High,Suitable
Aggressive,Beginner,Low,7,MidSmallCapMF,Very High,Very High,Not Suitable
Aggressive,Beginner,Low,7,DirectEquity,Very High,Very High,Not Suitable
Aggressive,Intermediate,Low,13,FD,Very Low,Very Low,Not Suitable
Aggressive,Intermediate,Low,13,PPF,Very Low,Low,Not Suitable
Aggressive,Intermediate,Low,13,DebtMF,Low,Low,Not Suitable
Aggressive,Intermediate,Low,13,IndexFund,Medium,Medium,Suitable
Aggressive,Intermediate,Low,13,BalancedMF,Medium,Medium,Suitable
Aggressive,Intermediate,Low,13,LargeCapMF,High,High,Suitable
Aggressive,Intermediate,Low,13,MidSmallCapMF,Very High,Very High,Suitable
Aggressive,Intermediate,Low,13,DirectEquity,Very High,Very High,Suitable
Moderate,Beginner,Medium,7,FD,Very Low,Very Low,Not Suitable
Moderate,Beginner,Medium,7,PPF,Very Low,Low,Not Suitable
Moderate,Beginner,Medium,7,DebtMF,Low,Low,Suitable
Moderate,Beginner,Medium,7,IndexFund,Medium,Medium,Suitable
Moderate,Beginner,Medium,7,BalancedMF,Medium,Medium,Suitable
Moderate,Beginner,Medium,7,LargeCapMF,High,High,Not Suitable
Moderate,Beginner,Medium,7,MidSmallCapMF,Very High,Very High,Not Suitable
Moderate,Beginner,Medium,7,DirectEquity,Very High,Very High,Not Suitable
Moderate,Beginner,Low,25,FD,Very Low,Very Low,Not Suitable
Moderate,Beginner,Low,25,PPF,Very Low,Low,Not Suitable
Moderate,Beginner,Low,25,DebtMF,Low,Low,Suitable
Moderate,Beginner,Low,25,IndexFund,Medium,Medium,Suitable
Moderate,Beginner,Low,25,BalancedMF,Medium,Medium,Suitable
Moderate,Beginner,Low,25,LargeCapMF,High,High,Not Suitable
Moderate,Beginner,Low,25,MidSmallCapMF,Very High,Very High,Not Suitable
Moderate,Beginner,Low,25,DirectEquity,Very High,Very High,Not Suitable
Moderate,Intermediate,Medium,25,FD,Very Low,Very Low,Not Suitable
Moderate,Intermediate,Medium,25,PPF,Very Low,Low,Not Suitable
Moderate,Intermediate,Medium,25,DebtMF,Low,Low,Suitable
Moderate,Intermediate,Medium,25,IndexFund,Medium,Medium,Suitable
Moderate,Intermediate,Medium,25,BalancedMF,Medium,Medium,Suitable
Moderate,Intermediate,Medium,25,LargeCapMF,High,High,Suitable
Moderate,Intermediate,Medium,25,MidSmallCapMF,Very High,Very High,Not Suitable
Moderate,Intermediate,Medium,25,DirectEquity,Very High,Very High,Not Suitable
Aggressive,Intermediate,High,13,FD,Very Low,Very Low,Not Suitable
Aggressive,Intermediate,High,13,PPF,Very Low,Low,Not Suitable
Aggressive,Intermediate,High,13,DebtMF,Low,Low,Not Suitable
Aggressive,Intermediate,High,13,IndexFund,Medium,Medium,Suitable
Aggressive,Intermediate,High,13,BalancedMF,Medium,Medium,Suitable
Aggressive,Intermediate,High,13,LargeCapMF,High,High,Suitable
Aggressive,Intermediate,High,13,MidSmallCapMF,Very High,Very High,Not Suitable
Aggressive,Intermediate,High,13,DirectEquity,Very High,Very High,Not Suitable
Conservative,Intermediate,Medium,7,FD,Very Low,Very Low,Suitable
Conservative,Intermediate,Medium,7,PPF,Very Low,Low,Suitable
Conservative,Intermediate,Medium,7,DebtMF,Low,Low,Suitable
Conservative,Intermediate,Medium,7,IndexFund,Medium,Medium,Not Suitable
Conservative,Intermediate,Medium,7,BalancedMF,Medium,Medium,Not Suitable
Conservative,Intermediate,Medium,7,LargeCapMF,High,High,Not Suitable
Conservative,Intermediate,Medium,7,MidSmallCapMF,Very High,Very High,Not Suitable
Conservative,Intermediate,Medium,7,DirectEquity,Very High,Very High,Not Suitable
Conservative,Beginner,High,25,FD,Very Low,Very Low,Suitable
Conservative,Beginner,High,25,PPF,Very Low,Low,Not Suitable
Conservative,Beginner,High,25,DebtMF,Low,Low,Suitable
Conservative,Beginner,High,25,IndexFund,Medium,Medium,Not Suitable
Conservative,Beginner,High,25,BalancedMF,Medium,Medium,Not Suitable
Conservative,Beginner,High,25,LargeCapMF,High,High,Not Suitable
Conservative,Beginner,High,25,MidSmallCapMF,Very High,Very High,Not Suitable
Conservative,Beginner,High,25,DirectEquity,Very High,Very High,Not Suitable
Moderate,Intermediate,Low,18,FD,Very Low,Very Low,Not Suitable
Moderate,Intermediate,Low,18,PPF,Very Low,Low,Not Suitable
Moderate,Intermediate,Low,18,DebtMF,Low,Low,Suitable
Moderate,Intermediate,Low,18,IndexFund,Medium,Medium,Suitable
Moderate,Intermediate,Low,18,BalancedMF,Medium,Medium,Suitable
Moderate,Intermediate,Low,18,LargeCapMF,High,High,Suitable
Moderate,Intermediate,Low,18,MidSmallCapMF,Very High,Very High,Not Suitable
Moderate,Intermediate,Low,18,DirectEquity,Very High,Very High,Not Suitable
Conservative,Advanced,Medium,13,FD,Very Low,Very Low,Suitable
Conservative,Advanced,Medium,13,PPF,Very Low,Low,Suitable
Conservative,Advanced,Medium,13,DebtMF,Low,Low,Suitable
Conservative,Advanced,Medium,13,IndexFund,Medium,Medium,Not Suitable
Conservative,Advanced,Medium,13,BalancedMF,Medium,Medium,Not Suitable
Conservative,Advanced,Medium,13,LargeCapMF,High,High,Not Suitable
Conservative,Advanced,Medium,13,MidSmallCapMF,Very High,Very High,Not Suitable
Conservative,Advanced,Medium,13,DirectEquity,Very High,Very High,Not Suitable
Conservative,Beginner,Low,25,FD,Very Low,Very Low,Suitable
Conservative,Beginner,Low,25,PPF,Very Low,Low,Suitable
Conservative,Beginner,Low,25,DebtMF,Low,Low,Suitable
Conservative,Beginner,Low,25,IndexFund,Medium,Medium,Not Suitable
Conservative,Beginner,Low,25,BalancedMF,Medium,Medium,Not Suitable
Conservative,Beginner,Low,25,LargeCapMF,High,High,Not Suitable
Conservative,Beginner,Low,25,MidSmallCapMF,Very High,Very High,Not Suitable
Conservative,Beginner,Low,25,DirectEquity,Very High,Very High,Not Suitable
Moderate,Intermediate,High,25,FD,Very Low,Very Low,Not Suitable
Moderate,Intermediate,High,25,PPF,Very Low,Low,Not Suitable
Moderate,Intermediate,High,25,DebtMF,Low,Low,Suitable
Moderate,Intermediate,High,25,IndexFund,Medium,Medium,Suitable
Moderate,Intermediate,High,25,BalancedMF,Medium,Medium,Suitable
Moderate,Intermediate,High,25,LargeCapMF,High,High,Suitable
Moderate,Intermediate,High,25,MidSmallCapMF,Very High,Very High,Not Suitable
Moderate,Intermediate,High,25,DirectEquity,Very High,Very High,Not Suitable
Conservative,Advanced,Low,18,FD,Very Low,Very Low,Suitable
Conservative,Advanced,Low,18,PPF,Very Low,Low,Suitable
Conservative,Advanced,Low,18,DebtMF,Low,Low,Suitable
Conservative,Advanced,Low,18,IndexFund,Medium,Medium,Not Suitable
Conservative,Advanced,Low,18,BalancedMF,Medium,Medium,Not Suitable
Conservative,Advanced,Low,18,LargeCapMF,High,High,Not Suitable
Conservative,Advanced,Low,18,MidSmallCapMF,Very High,Very High,Not Suitable
Conservative,Advanced,Low,18,DirectEquity,Very High,Very High,Not Suitable
Moderate,Intermediate,Medium,18,FD,Very Low,Very Low,Not Suitable
Moderate,Intermediate,Medium,18,PPF,Very Low,Low,Not Suitable
Moderate,Intermediate,Medium,18,DebtMF,Low,Low,Suitable
Moderate,Intermediate,Medium,18,IndexFund,Medium,Medium,Suitable
Moderate,Intermediate,Medium,18,BalancedMF,Medium,Medium,Suitable
Moderate,Intermediate,Medium,18,LargeCapMF,High,High,Suitable
Moderate,Intermediate,Medium,18,MidSmallCapMF,Very High,Very High,Not Suitable
Moderate,Intermediate,Medium,18,DirectEquity,Very High,Very High,Not Suitable
Moderate,Intermediate,Medium,7,FD,Very Low,Very Low,Not Suitable
Moderate,Intermediate,Medium,7,PPF,Very Low,Low,Not Suitable
Moderate,Intermediate,Medium,7,DebtMF,Low,Low,Suitable
Moderate,Intermediate,Medium,7,IndexFund,Medium,Medium,Suitable
Moderate,Intermediate,Medium,7,BalancedMF,Medium,Medium,Suitable
Moderate,Intermediate,Medium,7,LargeCapMF,High,High,Not Suitable
Moderate,Intermediate,Medium,7,MidSmallCapMF,Very High,Very High,Not Suitable
Moderate,Intermediate,Medium,7,DirectEquity,Very High,Very High,Not Suitable
Moderate,Beginner,Medium,18,FD,Very Low,Very Low,Not Suitable
Moderate,Beginner,Medium,18,PPF,Very Low,Low,Not Suitable
Moderate,Beginner,Medium,18,DebtMF,Low,Low,Suitable
Moderate,Beginner,Medium,18,IndexFund,Medium,Medium,Suitable
Moderate,Beginner,Medium,18,BalancedMF,Medium,Medium,Suitable
Moderate,Beginner,Medium,18,LargeCapMF,High,High,Not Suitable
Moderate,Beginner,Medium,18,MidSmallCapMF,Very High,Very High,Not Suitable
Moderate,Beginner,Medium,18,DirectEquity,Very High,Very High,Not Suitable
Moderate,Intermediate,High,13,FD,Very Low,Very Low,Not Suitable
Moderate,Intermediate,High,13,PPF,Very Low,Low,Not Suitable
Moderate,Intermediate,High,13,DebtMF,Low,Low,Suitable
Moderate,Intermediate,High,13,IndexFund,Medium,Medium,Suitable
Moderate,Intermediate,High,13,BalancedMF,Medium,Medium,Suitable
Moderate,Intermediate,High,13,LargeCapMF,High,High,Suitable
Moderate,Intermediate,High,13,MidSmallCapMF,Very High,Very High,Not Suitable
Moderate,Intermediate,High,13,DirectEquity,Very High,Very High,Not Suitable
Aggressive,Intermediate,Low,13,FD,Very Low,Very Low,Not Suitable
Aggressive,Intermediate,Low,13,PPF,Very Low,Low,Not Suitable
Aggressive,Intermediate,Low,13,DebtMF,Low,Low,Not Suitable
Aggressive,Intermediate,Low,13,IndexFund,Medium,Medium,Suitable
Aggressive,Intermediate,Low,13,BalancedMF,Medium,Medium,Suitable
Aggressive,Intermediate,Low,13,LargeCapMF,High,High,Suitable
Aggressive,Intermediate,Low,13,MidSmallCapMF,Very High,Very High,Suitable
Aggressive,Intermediate,Low,13,DirectEquity,Very High,Very High,Suitable
Conservative,Intermediate,Medium,3,FD,Very Low,Very Low,Suitable
Conservative,Intermediate,Medium,3,PPF,Very Low,Low,Not Suitable
Conservative,Intermediate,Medium,3,DebtMF,Low,Low,Suitable
Conservative,Intermediate,Medium,3,IndexFund,Medium,Medium,Not Suitable
Conservative,Intermediate,Medium,3,BalancedMF,Medium,Medium,Not Suitable
Conservative,Intermediate,Medium,3,LargeCapMF,High,High,Not Suitable
Conservative,Intermediate,Medium,3,MidSmallCapMF,Very High,Very High,Not Suitable
Conservative,Intermediate,Medium,3,DirectEquity,Very High,Very High,Not Suitable
Conservative,Advanced,High,7,FD,Very Low,Very Low,Suitable
Conservative,Advanced,High,7,PPF,Very Low,Low,Not Suitable
Conservative,Advanced,High,7,DebtMF,Low,Low,Suitable
Conservative,Advanced,High,7,IndexFund,Medium,Medium,Not Suitable
Conservative,Advanced,High,7,BalancedMF,Medium,Medium,Not Suitable
Conservative,Advanced,High,7,LargeCapMF,High,High,Not Suitable
Conservative,Advanced,High,7,MidSmallCapMF,Very High,Very High,Not Suitable
Conservative,Advanced,High,7,DirectEquity,Very High,Very High,Not Suitable
Aggressive,Beginner,Medium,7,FD,Very Low,Very Low,Not Suitable
Aggressive,Beginner,Medium,7,PPF,Very Low,Low,Not Suitable
Aggressive,Beginner,Medium,7,DebtMF,Low,Low,Not Suitable
Aggressive,Beginner,Medium,7,IndexFund,Medium,Medium,Suitable
Aggressive,Beginner,Medium,7,BalancedMF,Medium,Medium,Suitable
Aggressive,Beginner,Medium,7,LargeCapMF,High,High,Suitable
Aggressive,Beginner,Medium,7,MidSmallCapMF,Very High,Very High,Not Suitable
Aggressive,Beginner,Medium,7,DirectEquity,Very High,Very High,Not Suitable
Moderate,Beginner,Medium,18,FD,Very Low,Very Low,Not Suitable
Moderate,Beginner,Medium,18,PPF,Very Low,Low,Not Suitable
Moderate,Beginner,Medium,18,DebtMF,Low,Low,Suitable
Moderate,Beginner,Medium,18,IndexFund,Medium,Medium,Suitable
Moderate,Beginner,Medium,18,BalancedMF,Medium,Medium,Suitable
Moderate,Beginner,Medium,18,LargeCapMF,High,High,Not Suitable
Moderate,Beginner,Medium,18,MidSmallCapMF,Very High,Very High,Not Suitable
Moderate,Beginner,Medium,18,DirectEquity,Very High,Very High,Not Suitable
Aggressive,Beginner,Low,18,FD,Very Low,Very Low,Not Suitable
Aggressive,Beginner,Low,18,PPF,Very Low,Low,Not Suitable
Aggressive,Beginner,Low,18,DebtMF,Low,Low,Not Suitable
Aggressive,Beginner,Low,18,IndexFund,Medium,Medium,Suitable
Aggressive,Beginner,Low,18,BalancedMF,Medium,Medium,Suitable
Aggressive,Beginner,Low,18,LargeCapMF,High,High,Suitable
Aggressive,Beginner,Low,18,MidSmallCapMF,Very High,Very High,Suitable
Aggressive,Beginner,Low,18,DirectEquity,Very High,Very High,Suitable
Moderate,Intermediate,High,18,FD,Very Low,Very Low,Not Suitable
Moderate,Intermediate,High,18,PPF,Very Low,Low,Not Suitable
Moderate,Intermediate,High,18,DebtMF,Low,Low,Suitable
Moderate,Intermediate,High,18,IndexFund,Medium,Medium,Suitable
Moderate,Intermediate,High,18,BalancedMF,Medium,Medium,Suitable
Moderate,Intermediate,High,18,LargeCapMF,High,High,Suitable
Moderate,Intermediate,High,18,MidSmallCapMF,Very High,Very High,Not Suitable
Moderate,Intermediate,High,18,DirectEquity,Very High,Very High,Not Suitable
Moderate,Beginner,High,13,FD,Very Low,Very Low,Not Suitable
Moderate,Beginner,High,13,PPF,Very Low,Low,Not Suitable
Moderate,Beginner,High,13,DebtMF,Low,Low,Suitable
Moderate,Beginner,High,13,IndexFund,Medium,Medium,Suitable
Moderate,Beginner,High,13,BalancedMF,Medium,Medium,Suitable
Moderate,Beginner,High,13,LargeCapMF,High,High,Not Suitable
Moderate,Beginner,High,13,MidSmallCapMF,Very High,Very High,Not Suitable
Moderate,Beginner,High,13,DirectEquity,Very High,Very High,Not Suitable
Conservative,Intermediate,Medium,13,FD,Very Low,Very Low,Suitable
Conservative,Intermediate,Medium,13,PPF,Very Low,Low,Suitable
Conservative,Intermediate,Medium,13,DebtMF,Low,Low,Suitable
Conservative,Intermediate,Medium,13,IndexFund,Medium,Medium,Not Suitable
Conservative,Intermediate,Medium,13,BalancedMF,Medium,Medium,Not Suitable
Conservative,Intermediate,Medium,13,LargeCapMF,High,High,Not Suitable
Conservative,Intermediate,Medium,13,MidSmallCapMF,Very High,Very High,Not Suitable
Conservative,Intermediate,Medium,13,DirectEquity,Very High,Very High,Not Suitable
Moderate,Beginner,High,25,FD,Very Low,Very Low,Not Suitable
Moderate,Beginner,High,25,PPF,Very Low,Low,Not Suitable
Moderate,Beginner,High,25,DebtMF,Low,Low,Suitable
Moderate,Beginner,High,25,IndexFund,Medium,Medium,Suitable
Moderate,Beginner,High,25,BalancedMF,Medium,Medium,Suitable
Moderate,Beginner,High,25,LargeCapMF,High,High,Not Suitable
Moderate,Beginner,High,25,MidSmallCapMF,Very High,Very High,Not Suitable
Moderate,Beginner,High,25,DirectEquity,Very High,Very High,Not Suitable
Moderate,Beginner,Medium,13,FD,Very Low,Very Low,Not Suitable
Moderate,Beginner,Medium,13,PPF,Very Low,Low,Not Suitable
Moderate,Beginner,Medium,13,DebtMF,Low,Low,Suitable
Moderate,Beginner,Medium,13,IndexFund,Medium,Medium,Suitable
Moderate,Beginner,Medium,13,BalancedMF,Medium,Medium,Suitable
Moderate,Beginner,Medium,13,LargeCapMF,High,High,Not Suitable
Moderate,Beginner,Medium,13,MidSmallCapMF,Very High,Very High,Not Suitable
Moderate,Beginner,Medium,13,DirectEquity,Very High,Very High,Not Suitable
Moderate,Beginner,Low,25,FD,Very Low,Very Low,Not Suitable
Moderate,Beginner,Low,25,PPF,Very Low,Low,Not Suitable
Moderate,Beginner,Low,25,DebtMF,Low,Low,Suitable
Moderate,Beginner,Low,25,IndexFund,Medium,Medium,Suitable
Moderate,Beginner,Low,25,BalancedMF,Medium,Medium,Suitable
Moderate,Beginner,Low,25,LargeCapMF,High,High,Not Suitable
Moderate,Beginner,Low,25,MidSmallCapMF,Very High,Very High,Not Suitable
Moderate,Beginner,Low,25,DirectEquity,Very High,Very High,Not Suitable
Aggressive,Advanced,Low,13,FD,Very Low,Very Low,Not Suitable
Aggressive,Advanced,Low,13,PPF,Very Low,Low,Not Suitable
Aggressive,Advanced,Low,13,DebtMF,Low,Low,Not Suitable
Aggressive,Advanced,Low,13,IndexFund,Medium,Medium,Suitable
Aggressive,Advanced,Low,13,BalancedMF,Medium,Medium,Suitable
Aggressive,Advanced,Low,13,LargeCapMF,High,High,Suitable
Aggressive,Advanced,Low,13,MidSmallCapMF,Very High,Very High,Suitable
Aggressive,Advanced,Low,13,DirectEquity,Very High,Very High,Suitable
Conservative,Intermediate,Medium,18,FD,Very Low,Very Low,Suitable
Conservative,Intermediate,Medium,18,PPF,Very Low,Low,Suitable
Conservative,Intermediate,Medium,18,DebtMF,Low,Low,Suitable
Conservative,Intermediate,Medium,18,IndexFund,Medium,Medium,Not Suitable
Conservative,Intermediate,Medium,18,BalancedMF,Medium,Medium,Not Suitable
Conservative,Intermediate,Medium,18,LargeCapMF,High,High,Not Suitable
Conservative,Intermediate,Medium,18,MidSmallCapMF,Very High,Very High,Not Suitable
Conservative,Intermediate,Medium,18,DirectEquity,Very High,Very High,Not Suitable
Conservative,Advanced,Medium,3,FD,Very Low,Very Low,Suitable
Conservative,Advanced,Medium,3,PPF,Very Low,Low,Not Suitable
Conservative,Advanced,Medium,3,DebtMF,Low,Low,Suitable
Conservative,Advanced,Medium,3,IndexFund,Medium,Medium,Not Suitable
Conservative,Advanced,Medium,3,BalancedMF,Medium,Medium,Not Suitable
Conservative,Advanced,Medium,3,LargeCapMF,High,High,Not Suitable
Conservative,Advanced,Medium,3,MidSmallCapMF,Very High,Very High,Not Suitable
Conservative,Advanced,Medium,3,DirectEquity,Very High,Very High,Not Suitable
Conservative,Intermediate,High,18,FD,Very Low,Very Low,Suitable
Conservative,Intermediate,High,18,PPF,Very Low,Low,Not Suitable
Conservative,Intermediate,High,18,DebtMF,Low,Low,Suitable
Conservative,Intermediate,High,18,IndexFund,Medium,Medium,Not Suitable
Conservative,Intermediate,High,18,BalancedMF,Medium,Medium,Not Suitable
Conservative,Intermediate,High,18,LargeCapMF,High,High,Not Suitable
Conservative,Intermediate,High,18,MidSmallCapMF,Very High,Very High,Not Suitable
Conservative,Intermediate,High,18,DirectEquity,Very High,Very High,Not Suitable
Moderate,Beginner,Medium,25,FD,Very Low,Very Low,Not Suitable
Moderate,Beginner,Medium,25,PPF,Very Low,Low,Not Suitable
Moderate,Beginner,Medium,25,DebtMF,Low,Low,Suitable
Moderate,Beginner,Medium,25,IndexFund,Medium,Medium,Suitable
Moderate,Beginner,Medium,25,BalancedMF,Medium,Medium,Suitable
Moderate,Beginner,Medium,25,LargeCapMF,High,High,Not Suitable
Moderate,Beginner,Medium,25,MidSmallCapMF,Very High,Very High,Not Suitable
Moderate,Beginner,Medium,25,DirectEquity,Very High,Very High,Not Suitable
Moderate,Beginner,High,25,FD,Very Low,Very Low,Not Suitable
Moderate,Beginner,High,25,PPF,Very Low,Low,Not Suitable
Moderate,Beginner,High,25,DebtMF,Low,Low,Suitable
Moderate,Beginner,High,25,IndexFund,Medium,Medium,Suitable
Moderate,Beginner,High,25,BalancedMF,Medium,Medium,Suitable
Moderate,Beginner,High,25,LargeCapMF,High,High,Not Suitable
Moderate,Beginner,High,25,MidSmallCapMF,Very High,Very High,Not Suitable
Moderate,Beginner,High,25,DirectEquity,Very High,Very High,Not Suitable
Conservative,Advanced,Medium,25,FD,Very Low,Very Low,Suitable
Conservative,Advanced,Medium,25,PPF,Very Low,Low,Suitable
Conservative,Advanced,Medium,25,DebtMF,Low,Low,Suitable
Conservative,Advanced,Medium,25,IndexFund,Medium,Medium,Not Suitable
Conservative,Advanced,Medium,25,BalancedMF,Medium,Medium,Not Suitable
Conservative,Advanced,Medium,25,LargeCapMF,High,High,Not Suitable
Conservative,Advanced,Medium,25,MidSmallCapMF,Very High,Very High,Not Suitable
Conservative,Advanced,Medium,25,DirectEquity,Very High,Very High,Not Suitable
Moderate,Intermediate,Medium,7,FD,Very Low,Very Low,Not Suitable
Moderate,Intermediate,Medium,7,PPF,Very Low,Low,Not Suitable
Moderate,Intermediate,Medium,7,DebtMF,Low,Low,Suitable
Moderate,Intermediate,Medium,7,IndexFund,Medium,Medium,Suitable
Moderate,Intermediate,Medium,7,BalancedMF,Medium,Medium,Suitable
Moderate,Intermediate,Medium,7,LargeCapMF,High,High,Not Suitable
Moderate,Intermediate,Medium,7,MidSmallCapMF,Very High,Very High,Not Suitable
Moderate,Intermediate,Medium,7,DirectEquity,Very High,Very High,Not Suitable
Moderate,Beginner,Low,18,FD,Very Low,Very Low,Not Suitable
Moderate,Beginner,Low,18,PPF,Very Low,Low,Not Suitable
Moderate,Beginner,Low,18,DebtMF,Low,Low,Suitable
Moderate,Beginner,Low,18,IndexFund,Medium,Medium,Suitable
Moderate,Beginner,Low,18,BalancedMF,Medium,Medium,Suitable
Moderate,Beginner,Low,18,LargeCapMF,High,High,Not Suitable
Moderate,Beginner,Low,18,MidSmallCapMF,Very High,Very High,Not Suitable
